"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"615","Ryan McDonagh","NYR","D","195","4698.1333333333","26","69","30","39","95","40.95","408","6.37","25.29","772","542","232","46","11","35","84","42","42","0","0","42","152","118","234","265","348","0","1","0.00"
"313","Lee Stempniak","CGY, NYR, PIT, WPG","R","191","3092.6166666667","36","58","34","24","94","66.67","406","8.87","42.05","693","518","427","195","37","55","64","29","27","2","0","39","92","89","229","209","61","25","63","28.41"
"360","Carl Soderberg","BOS","C","161","2507.65","29","65","42","23","94","70.68","298","9.73","28.69","565","415","316","147","16","30","68","34","34","0","0","25","44","68","131","214","75","515","592","46.52"
"372","Johan Franzen","DET","R","128","2225.1","37","57","38","19","94","68.12","339","10.91","32.8","578","483","298","137","13","26","111","41","37","1","3","34","66","38","154","126","53","154","148","50.99"
"425","Andrew Cogliano","ANA","L","212","3195.6833333333","50","44","30","14","94","72.31","371","13.48","40.93","655","513","362","160","33","32","46","23","23","0","0","52","79","65","273","172","90","59","109","35.12"
"522","Michael Frolik","CHI, WPG","R","208","3349.2333333333","37","57","30","27","94","64.38","493","7.51","39.32","877","658","432","158","40","57","38","19","19","0","0","30","64","153","136","346","115","72","77","48.32"
"648","Colin Wilson","NSH","C, L","183","2894.95","38","56","39","17","94","65.73","310","12.26","35.29","544","429","360","183","21","33","47","22","21","1","0","32","72","74","111","204","81","245","297","45.20"
"937","Matt Read","PHI","R","197","3571.9166666667","41","53","28","25","94","69.12","365","11.23","37.77","665","528","332","161","19","40","32","16","16","0","0","33","71","94","229","342","141","37","60","38.14"
"82","Alex Tanguay","CGY, COL","L","136","2503.1833333333","37","56","30","26","93","72.66","172","21.51","19.61","291","224","180","99","7","21","66","33","33","0","0","12","76","62","77","113","75","81","123","39.71"
"350","Travis Zajac","N.J","C","202","3973.3166666667","36","57","33","24","93","54.07","360","10.00","41.05","628","484","405","173","13","29","79","38","37","1","0","42","70","129","156","235","70","1908","1567","54.91"
"280","Brent Seabrook","CHI","D","211","4678.3166666667","23","69","31","38","92","38.82","395","5.82","20.75","844","573","173","24","8","42","70","32","30","2","0","22","173","77","412","409","386","0","0","-"
"414","Jack Johnson","CBJ","D","205","5075.6666666667","18","74","25","49","92","38.33","384","4.69","21.22","759","544","219","35","3","29","104","52","52","0","0","35","90","44","405","322","349","0","1","0.00"
"622","Carl Hagelin","NYR","L","202","3197.9833333333","44","48","26","22","92","67.65","461","9.54","45.06","778","609","431","244","22","40","108","53","53","0","0","60","97","96","198","290","97","13","26","33.33"
"42","Matt Cullen","MIN, NSH","C","181","2667.4333333333","24","67","41","26","91","64.08","303","7.92","30.22","532","414","291","140","20","29","58","28","28","0","0","28","86","70","46","167","58","838","669","55.61"
"69","Brian Campbell","FLA","D","212","5381.6666666667","18","73","36","37","91","40.44","304","5.92","16.34","642","440","156","23","5","27","54","27","27","0","0","22","106","73","108","400","258","0","1","0.00"
"428","Matt Niskanen","PIT, WSH","D","203","4372.1166666667","18","73","33","40","91","42.72","346","5.20","16.56","792","537","144","15","9","33","110","52","50","2","0","15","142","68","316","470","229","0","0","-"
"649","Cody Hodgson","BUF","C","198","3191.4333333333","41","50","36","14","91","72.22","423","9.69","37.86","743","544","377","170","21","36","52","26","26","0","0","38","81","67","108","135","67","1006","1152","46.62"
"668","Justin Schultz","EDM","D","203","4587.4","25","66","30","36","91","41.18","316","7.91","23.2","733","489","232","70","8","43","36","18","18","0","0","18","166","55","86","332","256","1","2","33.33"
"1009","Sean Couturier","PHI","C","210","3803.85","32","59","35","24","91","62.76","388","8.25","33.72","672","522","331","141","22","48","83","33","29","3","1","49","89","113","167","292","102","1532","1704","47.34"
"218","Tomas Fleischmann","ANA, FLA","L","194","3239.2666666667","28","62","45","17","90","62.94","440","6.36","34.95","801","597","392","123","30","37","50","25","25","0","0","34","67","87","152","219","36","19","33","36.54"
"256","Chris Higgins","VAN","L","196","3384.6","39","51","34","17","90","69.77","464","8.41","43.01","761","622","456","216","27","47","56","28","28","0","0","31","54","95","217","178","101","53","85","38.41"
"409","Mason Raymond","CGY, TOR, VAN","L","185","2994.4833333333","41","49","32","17","90","64.29","380","10.79","28.55","650","478","292","107","13","43","46","22","22","0","0","33","85","67","63","189","45","24","45","34.78"
"415","Benoit Pouliot","EDM, NYR, T.B","L","172","2489.3333333333","42","48","25","23","90","65.69","306","13.73","35.63","497","431","347","187","26","25","99","40","36","3","1","39","91","89","247","160","55","43","61","41.35"
"76","Vincent Lecavalier","PHI, T.B","C","165","2466.5","38","51","36","15","89","68.46","321","11.84","33.91","563","447","298","137","11","27","109","32","22","7","3","28","50","39","191","115","47","699","682","50.62"
"288","Mike Richards","L.A","C","183","2885.4833333333","28","61","38","23","89","70.63","302","9.27","37.45","584","463","326","161","22","40","109","41","36","3","2","50","116","71","193","148","50","994","947","51.21"
"104","Michael Ryder","DAL, MTL, N.J","R","175","2712.9666666667","40","48","23","25","88","65.19","356","11.24","35.76","632","485","383","157","13","27","64","31","31","0","0","27","50","53","139","217","40","9","18","33.33"
"277","Dion Phaneuf","TOR","D","198","4753.9333333333","20","68","35","33","88","33.46","371","5.39","19.91","838","563","164","27","12","44","317","121","106","9","6","84","156","77","524","263","373","0","1","0.00"
"899","Mikael Granlund","MIN","C, R","158","2664.2666666667","18","70","38","32","88","65.19","239","7.53","19.42","420","317","231","86","9","19","48","24","24","0","0","31","58","69","100","255","99","988","991","49.92"
"1056","Nail Yakupov","EDM","R","192","2851.6333333333","42","46","31","15","88","70.97","394","10.66","37.04","716","537","387","136","21","43","78","34","33","0","1","52","110","70","202","166","65","0","7","0.00"
"274","Milan Michalek","OTT","L","171","2941.05","34","53","26","27","87","58.00","357","9.52","39.27","649","510","392","185","18","37","91","41","38","3","0","37","32","64","156","260","84","19","22","46.34"
"422","Martin Hanzal","ARI, PHX","C","141","2593.6333333333","34","53","34","19","87","66.41","347","9.80","40.06","582","485","351","206","16","41","128","60","58","2","0","52","48","73","405","202","72","1243","1105","52.94"
"713","Tommy Wingels","S.J","C","194","3073.7333333333","36","51","29","22","87","70.73","390","9.23","41.3","646","531","380","193","18","37","101","43","38","5","0","70","96","77","596","270","145","94","132","41.59"
"695","TJ Brodie","CGY","D","209","4941.1166666667","17","69","31","38","86","41.35","281","6.05","20.38","645","417","189","54","17","42","58","29","29","0","0","48","185","144","109","278","382","0","0","-"
"766","Nick Leddy","CHI, NYI","D","208","3765.95","23","63","23","40","86","44.10","308","7.47","15.47","569","406","166","28","5","25","34","17","17","0","0","14","95","63","163","249","174","0","0","-"
"769","Chris Kreider","NYR","L","169","2527.5833333333","40","46","29","17","86","63.70","335","11.94","39.11","557","478","336","193","19","24","166","60","51","6","3","49","74","48","344","192","41","17","24","41.46"
"120","Martin Erat","ARI, NSH, PHX, WSH","R","194","3086.9333333333","17","68","36","32","85","69.11","213","7.98","23.56","415","308","256","113","3","24","106","52","52","0","0","30","75","61","219","307","62","129","152","45.91"
"338","Curtis Glencross","CGY, WSH","L","149","2509.8666666667","40","45","24","21","85","70.25","277","14.44","32.76","510","395","315","153","15","30","75","32","30","1","1","25","98","72","232","167","91","42","63","40.00"
"435","Justin Abdelkader","DET","L","189","3052.4166666667","43","42","29","13","85","57.43","397","10.83","42.53","607","524","388","224","24","27","135","60","55","5","0","76","54","47","445","331","72","95","100","48.72"
