"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"553","Dylan Reese","NYI","D","74","1164.2","3","14","6","8","17","34.00","65","4.62","3.26","142","97","35","5","4","8","40","16","14","2","0","7","34","33","46","103","72","0","0","-"
"602","Mark Fistric","DAL","D","184","2810.65","3","14","3","11","17","17.89","102","2.94","3.26","267","178","48","3","5","8","154","60","51","8","1","45","54","30","579","367","262","1","0","100.00"
"699","Jakub Kindl","DET","D","106","1458.7","3","14","8","6","17","32.69","132","2.27","4.3","245","176","57","7","8","7","61","28","27","1","0","14","40","27","105","112","68","0","0","-"
"824","Theo Peckham","EDM","D","140","2472.6333333333","4","13","6","7","17","20.99","75","5.33","3.71","191","116","38","9","6","6","321","96","72","13","11","57","104","49","338","193","218","0","0","-"
"958","Keaton Ellerby","FLA","D","116","1603.9166666667","2","15","4","11","17","37.78","106","1.89","3.3","259","157","44","5","4","13","34","17","17","0","0","11","28","17","166","283","151","0","0","-"
"1095","Jared Cowen","OTT","D","83","1555.9666666667","5","12","3","9","17","30.36","58","8.62","2.19","139","79","38","2","0","8","58","21","18","2","1","12","38","28","217","180","74","0","0","-"
"65","Pavol Demitra","VAN","R","28","453.9","3","13","6","7","16","55.17","53","5.66","4.52","91","71","49","19","2","2","0","0","0","0","0","5","9","5","18","26","12","46","40","53.49"
"112","Ruslan Salei","COL, DET","D","89","1610.2666666667","3","13","3","10","16","29.63","97","3.09","3.93","199","142","29","6","0","10","58","27","27","0","0","9","42","20","138","92","129","0","0","-"
"152","Nick Boynton","ANA, CHI, PHI","D","100","1562.2333333333","2","14","6","8","16","25.40","93","2.15","3.34","207","132","33","3","1","12","109","44","37","7","0","15","46","29","125","125","146","0","0","-"
"330","Fredrik Sjostrom","CGY, TOR","L","131","1441.2666666667","5","11","9","2","16","50.00","126","3.97","9.43","216","165","102","37","9","8","26","13","13","0","0","18","28","30","183","122","68","5","17","22.73"
"358","Evgeny Artyukhin","ANA, ATL","R","54","482.4","9","7","3","4","16","94.12","42","21.43","3.98","82","67","43","22","2","1","72","28","25","2","1","10","18","8","127","61","10","1","1","50.00"
"390","Keith Aucoin","WSH","C","37","389.6","4","12","5","7","16","69.57","25","16.00","2.41","51","36","30","15","0","2","0","0","0","0","0","6","7","17","13","38","7","89","91","49.44"
"519","Jean-Francois Jacques","ANA, EDM","L","106","949.03333333333","8","8","3","5","16","59.26","84","9.52","7.42","141","118","79","33","6","10","153","42","24","15","3","37","34","15","275","66","34","7","14","33.33"
"527","Alexander Sulzer","BUF, FLA, NSH, VAN","D","87","1450.7833333333","4","12","8","4","16","30.19","85","4.71","3.97","201","125","57","10","3","7","26","13","13","0","0","15","30","16","66","121","108","1","0","100.00"
"568","Clayton Stoner","MIN","D","116","1965.0166666667","3","13","4","9","16","24.24","92","3.26","3.03","208","141","27","5","5","15","170","56","40","14","2","29","57","40","187","267","170","0","0","-"
"580","Brett Lebda","CBJ, DET, TOR","D","134","1985.65","3","13","6","7","16","21.92","131","2.29","6.81","314","208","86","13","7","7","52","25","25","0","0","9","44","15","93","152","93","0","2","0.00"
"675","Brad Staubitz","MIN, MTL, S.J","R","180","1159","8","8","4","4","16","57.14","80","10.00","7.9","148","115","77","39","6","9","404","114","66","42","6","82","20","16","296","187","40","3","11","21.43"
"749","Derek Joslin","CAR, S.J","D","102","1317.8166666667","4","12","4","8","16","32.00","89","4.49","4.12","201","126","49","10","1","15","57","20","16","3","1","16","27","17","96","93","81","1","0","100.00"
"761","Joe Vitale","PIT","C","77","855.31666666667","5","11","6","5","16","69.57","83","6.02","8.26","146","113","93","45","4","3","69","23","17","5","1","25","10","22","124","118","38","439","348","55.78"
"937","Drayson Bowman","CAR","L","69","824.25","8","8","5","3","16","50.00","115","6.96","10.42","221","156","114","62","9","20","20","8","8","0","0","10","12","18","91","88","19","0","0","-"
"1011","Roman Josi","NSH","D","52","956.31666666667","5","11","5","6","16","42.11","64","7.81","3.59","131","92","32","7","2","11","14","7","7","0","0","4","16","16","33","70","98","0","0","-"
"1046","Mark Olver","COL","C","42","524.7","6","10","6","4","16","84.21","51","11.76","4.1","81","62","50","22","1","4","33","11","9","1","1","11","12","13","70","59","17","45","71","38.79"
"1176","Raphael Diaz","MTL","D","59","1062.2666666667","3","13","3","10","16","44.44","61","4.92","2.44","167","95","37","2","1","9","30","15","15","0","0","4","38","13","40","51","102","1","1","50.00"
"105","Brent Sopel","ATL, CHI, MTL","D","144","2245.2833333333","3","12","7","5","15","17.24","92","3.26","3.34","207","138","42","5","3","7","50","25","25","0","0","29","80","41","86","202","272","0","0","-"
"266","Brian Pothier","CAR, WSH","D","61","1160.2333333333","5","10","3","7","15","31.25","81","6.17","3.94","174","108","41","9","3","5","21","9","8","1","0","5","25","20","86","76","107","0","0","-"
"296","Andreas Lilja","ANA, DET, PHI","D","118","1818.9166666667","2","13","5","8","15","31.25","85","2.35","3.07","146","115","26","7","4","5","66","33","33","0","0","10","51","15","191","125","206","0","0","-"
"301","Niclas Wallin","CAR, S.J","D","144","2384.6833333333","3","12","8","4","15","19.23","158","1.90","5.94","322","220","81","11","18","10","95","41","39","1","1","17","68","42","274","162","172","0","1","0.00"
"531","Byron Bitz","BOS, FLA, VAN","R","62","678.95","6","9","7","2","15","68.18","64","9.38","5.43","103","88","60","27","1","8","47","13","6","7","0","16","5","8","103","94","27","7","14","33.33"
"890","Steven Kampfer","BOS, MIN","D","61","1016.55","7","8","4","4","15","27.78","77","9.09","3.65","189","114","44","7","2","8","18","9","9","0","0","7","16","8","60","105","87","0","0","-"
"953","Jonathon Blum","NSH","D","56","1000.3333333333","6","9","5","4","15","34.09","43","13.95","2.91","98","64","27","5","1","5","14","7","7","0","0","4","28","22","37","76","107","0","0","-"
"961","Matt Frattin","TOR","R","57","752.81666666667","8","7","7","0","15","48.39","97","8.25","7.74","189","146","110","31","4","3","25","11","10","1","0","8","16","23","82","115","12","2","6","25.00"
"976","Davis Drewiske","L.A","D","89","1298.7666666667","3","12","7","5","15","41.67","70","4.29","2.8","165","98","41","3","7","9","35","16","15","1","0","11","32","14","58","172","125","0","0","-"
"983","Anssi Salmela","ATL, N.J","D","86","1347.0166666667","3","12","4","8","15","33.33","98","3.06","3.37","174","134","34","4","0","7","36","18","18","0","0","8","32","23","96","121","66","0","0","-"
"1161","Brett Connolly","T.B","R","68","780.05","4","11","4","7","15","53.57","94","4.26","8.28","156","129","94","47","6","10","30","15","15","0","0","11","21","9","58","91","19","20","32","38.46"
"58","Miroslav Satan","BOS","R","38","598.81666666667","9","5","2","3","14","53.85","59","15.25","4.91","114","87","62","21","1","6","12","6","6","0","0","6","8","12","9","31","4","15","11","57.69"
"89","Shane Hnidy","BOS, MIN","D","73","992.11666666667","2","12","8","4","14","41.18","52","3.85","2.39","148","91","38","5","1","6","68","24","19","4","1","18","35","11","38","61","60","0","0","-"
"94","Wade Redden","NYR","D","75","1313.8833333333","2","12","5","7","14","30.43","66","3.03","3.38","152","101","52","3","0","7","27","12","11","1","0","12","25","26","88","195","75","1","0","100.00"
"108","Jody Shelley","NYR, PHI, S.J","L","145","913.76666666667","4","10","6","4","14","48.28","99","4.04","8.07","157","138","73","42","7","11","306","69","28","32","9","51","17","13","242","147","30","4","8","33.33"
"121","Steve Begin","BOS, NSH","L","79","1007.7333333333","5","9","6","3","14","66.67","112","4.46","8.88","173","141","91","38","2","6","57","24","21","3","0","19","13","26","189","58","32","371","323","53.46"
"151","Paul Mara","ANA, MTL","D","95","1755.3333333333","1","13","6","7","14","25.00","80","1.25","4.13","182","131","37","7","2","8","136","47","38","6","3","19","36","9","138","104","153","0","0","-"
"192","Jonathan Cheechoo","OTT","R","61","728.51666666667","5","9","3","6","14","53.85","117","4.27","9.47","194","148","110","51","4","16","20","10","10","0","0","17","16","16","79","60","18","4","6","40.00"
"206","Krys Barch","DAL, FLA","R","158","1048.55","4","10","4","6","14","66.67","69","5.80","5.87","118","100","64","32","2","1","314","82","36","44","2","58","27","19","240","97","25","4","10","28.57"
"505","Kamil Kreps","FLA","C","76","965.8","5","9","5","4","14","50.00","83","6.02","6.96","147","109","83","28","8","7","18","9","9","0","0","8","12","32","80","60","50","382","355","51.83"
"565","Chris Porter","STL","L","92","955.78333333333","7","7","4","3","14","53.85","116","6.03","9.74","184","150","99","51","7","8","27","9","6","3","0","18","10","14","215","110","9","20","21","48.78"
"609","Enver Lisin","NYR","R","57","637.36666666667","6","8","3","5","14","60.87","91","6.59","8.91","176","134","100","40","7","14","18","8","8","0","0","12","3","25","56","58","12","2","1","66.67"
"853","Vladimir Zharkov","N.J","R","82","907.71666666667","2","12","5","7","14","56.00","94","2.13","6.77","161","141","77","23","6","5","10","5","5","0","0","21","30","28","37","87","16","3","7","30.00"
"928","Dwight King","L.A","L","33","465.6","5","9","5","4","14","60.87","45","11.11","5.15","72","63","46","28","0","7","12","5","5","0","0","2","7","7","44","48","6","2","1","66.67"
"1023","Marco Scandella","MIN","D","83","1671.6666666667","3","11","4","7","14","28.57","90","3.33","4.14","203","131","54","14","1","6","21","9","8","1","0","18","45","29","66","117","128","0","0","-"
"1038","TJ Brodie","CGY","D","57","937.88333333333","2","12","3","9","14","35.00","45","4.44","2.13","99","62","25","6","0","6","16","8","8","0","0","5","45","26","45","95","42","0","0","-"
"1041","Andrei Loktionov","L.A","C","59","780.96666666667","7","7","7","0","14","58.33","87","8.05","6.83","168","120","77","27","4","8","4","2","2","0","0","6","33","25","13","56","14","88","124","41.51"
"1047","Philip Larsen","DAL","D","63","1093.05","3","11","4","7","14","25.00","81","3.70","3.77","185","120","31","7","4","10","16","8","8","0","0","9","33","11","91","66","78","0","0","-"
"1049","Cam Atkinson","CBJ","R","27","415.46666666667","7","7","6","1","14","50.00","66","10.61","7.42","108","86","78","33","3","7","14","7","7","0","0","3","9","15","23","24","17","0","1","0.00"
"22","Aaron Ward","ANA, CAR","D","77","1332.4333333333","1","12","1","11","13","27.08","41","2.44","1.62","115","63","18","2","0","7","62","31","31","0","0","11","24","12","177","105","146","0","0","-"
"285","Brian Sutherby","DAL","C","97","774.06666666667","7","6","5","1","13","59.09","81","8.64","6.12","128","94","75","33","10","7","124","35","20","14","1","29","14","18","158","101","20","37","36","50.68"
"378","Brandon Bochenski","T.B","R","28","343.63333333333","4","9","5","4","13","76.47","43","9.30","4.7","72","61","47","25","4","6","2","1","1","0","0","5","9","12","18","30","10","2","3","40.00"
"669","Kyle Wilson","CBJ, NSH, WSH","C","39","400.43333333333","4","9","5","4","13","76.47","41","9.76","4.5","73","55","42","29","1","3","12","6","6","0","0","4","11","11","29","18","9","67","80","45.58"
"857","Blake Geoffrion","MTL, NSH","C","55","551.9","8","5","2","3","13","76.47","53","15.09","3.96","100","68","48","22","3","4","34","14","12","2","0","11","15","24","48","71","17","114","130","46.72"
"1113","Stefan Elliott","COL","D","39","668.53333333333","4","9","4","5","13","41.94","84","4.76","3.11","172","104","31","3","1","9","8","4","4","0","0","3","14","7","3","58","31","0","0","-"
"1117","Marcus Foligno","BUF","L","14","221.41666666667","6","7","1","6","13","61.90","23","26.09","2.48","43","36","28","18","1","1","9","3","2","1","0","4","2","7","44","25","11","0","3","0.00"
"1136","Casey Wellman","MIN","C","41","482.56666666667","4","9","5","4","13","81.25","63","6.35","5","113","86","53","26","8","1","4","2","2","0","0","7","13","11","16","59","17","31","26","54.39"
"1138","Nate Prosser","MIN","D","56","1070.05","1","12","5","7","13","40.63","37","2.70","2.03","90","58","19","6","3","7","65","23","19","3","1","11","18","12","36","143","131","0","0","-"
"1153","Devante Smith-Pelly","ANA","R","49","590.15","7","6","3","3","13","72.22","66","10.61","6.55","118","95","68","35","5","6","16","8","8","0","0","7","19","5","104","82","9","6","15","28.57"
"52","Jay Pandolfo","N.J, NYI","L","114","1401","5","7","4","3","12","52.17","115","4.35","8.81","185","149","112","41","9","6","14","7","7","0","0","12","16","32","80","110","96","66","82","44.59"
"231","Jamie Lundmark","CGY, TOR","C","36","496.45","5","7","5","2","12","75.00","52","9.62","6.24","81","68","50","31","5","9","20","9","9","0","0","4","15","18","15","33","12","45","47","48.91"
"254","George Parros","ANA","R","181","1135.7333333333","8","4","4","0","12","60.00","75","10.67","6.13","127","107","63","28","5","5","392","89","26","58","5","90","28","15","225","145","56","2","9","18.18"
"319","Tyler Sloan","WSH","D","73","993.95","3","9","3","6","12","36.36","46","6.52","2.25","92","59","34","7","1","5","36","18","18","0","0","11","43","14","86","139","84","2","1","66.67"
"631","Brett Carson","CAR, CGY","D","75","1178.1166666667","2","10","3","7","12","19.35","55","3.64","1.67","133","81","30","1","1","12","16","8","8","0","0","9","18","7","96","108","101","0","0","-"
"633","Liam Reddox","EDM","L","53","772.58333333333","1","11","7","4","12","70.59","96","1.04","8.1","156","120","81","42","9","12","24","8","7","0","1","16","17","25","100","53","29","41","83","33.06"
"882","Derek Smith","CGY, OTT","D","58","911.5","2","10","7","3","12","36.36","61","3.28","2.69","136","101","28","3","1","8","12","6","6","0","0","9","24","17","34","67","69","0","0","-"
"886","Justin Falk","MIN","D","72","1250.2333333333","1","11","5","6","12","31.58","54","1.85","2.24","128","81","28","6","2","7","60","24","20","4","0","20","28","15","104","102","99","0","0","-"
"982","Fabian Brunnstrom","DAL, DET","L","49","514.71666666667","2","10","6","4","12","75.00","44","4.55","3.97","76","58","41","21","1","7","14","7","7","0","0","6","18","23","48","67","6","1","2","33.33"
"1065","Matt Taormina","N.J","D","47","847.41666666667","4","8","5","3","12","40.00","71","5.63","3.15","135","95","30","3","1","6","6","3","3","0","0","7","21","13","30","43","58","0","0","-"
"1125","Tomas Vincour","DAL","C","71","711.73333333333","5","7","4","3","12","75.00","91","5.49","7.39","175","133","84","27","5","9","6","2","2","0","0","7","11","23","88","69","27","4","9","30.77"
"76","Ryan Johnson","CHI, VAN","C","92","967.88333333333","2","9","2","7","11","55.00","44","4.55","3.87","81","64","46","22","5","2","20","10","10","0","0","9","17","15","62","68","119","480","369","56.54"
